"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_APOPTOSIS",0.18210197710718,0.293712866301903,0.0992333343771191,-0.305250980175457,-1.18007730524888,161,"SATB1,LEF1,CYLD,BNIP3L,ROCK1,GCH1,CDKN1B,FAS,XIAP,BIRC3,CTNNB1,CD69,PDCD4,DNM1L,ANKH,NEDD9,DNAJA1,DPYD,CCND2,CASP6,BCL10,CD2,CASP7,SAT1,CD44,CASP3,DAP3,MCL1,TNFSF10,BTG3,EMP1,HMGB2,WEE1,DCN,SOD1,DNAJC3,APP,SLC20A1,CASP8,TGFBR3,ENO2,IFNGR1,CDC25B,SMAD7,PPP3R1,CDK2,PEA15,BCL2L11,SC5D,RNASEL,ETF1,PTK2,CASP1"
"HALLMARK_KRAS_SIGNALING_UP",0.235714285714286,0.357142857142857,0.0833634065110386,-0.288455637449777,-1.13165410102984,200,"SATB1,BPGM,IL7R,RBM4,ETS1,PRELID3B,HDAC9,TRIB2,WDR33,NIN,DUSP6,CBR4,BIRC3,MMD,ST6GAL1,ZNF639,GALNT3,ZNF277,ANKH,ADAM17,AVL9,ERO1A,PTBP2,CCND2,GLRX,AMMECR1,KLF4,F2RL1,TRAF1,CCSER2,FBXO4,MAP3K1,PTGS2,FUCA1,EMP1,EVI5,IRF8,RABGAP1L,TSPAN13,STRN,USP12,MAP7,IKZF1,F13A1,CTSS,CA2,ID2,GPRC5B,EPB41L3,FGF9,BTBD3,KCNN4,PTCD2,AKAP12,IL2RG,TNFAIP3,AKT2,IL10RA,MAFB,CXCL10,ATG10"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.233496332518337,0.357142857142857,0.0940503465727813,-0.367070132777167,-1.1880175755961,42,"LEF1,CTNNB1,AXIN2,RBPJ,PTCH1,ADAM17,CCND2,SKP2,TCF7,HDAC2,JAG1,MYC,TP53,NUMB,FZD1"
"HALLMARK_BILE_ACID_METABOLISM",0.245989304812834,0.361748977665933,0.0835990603684159,-0.305709798906703,-1.14728787308286,112,"LONP2,ISOC1,EPHX2,ABCD3,PNPLA8,SCP2,LCK,ALDH8A1,OPTN,PEX1,PEX13,SOD1,IDH1,ALDH9A1,GNPAT,HSD17B11,PEX19,CAT,PHYH,EFHC1,NR3C2,ACSL5,SLC23A2,GCLM,SLC27A5,AMACR,IDI1,ALDH1A1,ABCA5,PEX7,PEX12"
"HALLMARK_P53_PATHWAY",0.375255623721881,0.536079462459831,0.059989249649033,-0.271102292851068,-1.06308358896226,199,"FBXW7,CCNG1,WWP1,ANKRA2,NOL8,PRMT2,LDHB,HINT1,ZMAT3,FAS,CDKN2AIP,TM7SF3,PVT1,SLC35D1,RPS27L,RB1,TRIAP1,TOB1,BLCAP,RCHY1,SESN1,ELP1,CCND2,KLF4,PPM1D,IER5,SAT1,MDM2,DNTTIP2,BTG1,FAM162A,CYFIP2,PCNA,FUCA1,RPL36,TSC22D1,DGKA,H2AJ,FOXO3,CGRRF1,NUDT15,APP,DRAM1,RAP2B,ERCC5,PITPNC1,RAD51C,EI24,CCP110,CD81,POLH,ADA,CSRNP2,RACK1,TP53"
"HALLMARK_HEDGEHOG_SIGNALING",0.44,0.611111111111111,0.147331213699377,0.246437525677836,1.01231168726598,36,"TLE3,TLE1,ADGRG1,NRP2,THY1,NRP1,PML,GLI1,NF1,OPHN1,PLG,NRCAM,SLIT1,HEY1,ACHE,MYH9,CRMP1,L1CAM,ETS2,HEY2,CELSR1,VLDLR,SHH"
"HALLMARK_APICAL_SURFACE",0.477011494252874,0.627646702964307,0.152144922367565,0.228705485247453,0.984618892730016,44,"SULF2,FLOT2,PLAUR,CROCC,EPHB4,THY1,NTNG1,B4GALT1,GSTM3,SLC34A3,LYN,BRCA1,AFAP1L2,EFNA5,SLC22A12,ATP8B1,LYPD3,GHRL"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.47239263803681,0.627646702964307,0.158514105424824,0.22442096738535,0.997706942466153,49,"GPX3,G6PD,MBP,SBNO2,FES,PRDX2,PRDX6,TXN,CDKN2D,TXNRD2"
"HALLMARK_SPERMATOGENESIS",0.555555555555556,0.712250712250712,0.0430173196927508,-0.253257793160294,-0.965054477789229,134,"CAMK4,SIRT1,TSN,DBF4,GMCL1,RAD17,STAM2,STRBP,AGFG1,PEBP1,LPIN1,COIL,ZC3H14,MLLT10,PRKAR2A,PSMG1,PIAS2,RFC4,TLE4,TOPBP1,PARP2,MAP7,VDAC3,CSNK2A2,SLC12A2"
"HALLMARK_UV_RESPONSE_UP",0.573514077163712,0.71689259645464,0.0413209506074822,-0.249498680201874,-0.963853305895004,158,"IL6ST,PPP1R2,TFRC,HNRNPU,GLS,RASGRP1,EIF5,GCH1,EIF2S3,DDX21,AQP3,HSPA13,AMD1,DNAJA1,NPTXR,CASP3,BTG1,RFC4,RAB27A,BTG3,CREG1,SELENOW,PARP2,GRPEL1,PPAT,CYB5B,CEBPG,POLE3,CA2,POLG2,ENO2,CDK2,ASNS,BCL2L11,TGFBRAP1,FEN1,SIGMAR1,PLCL1,KCNH2,OLFM1,CDC5L,PRPF3,CHKA,ATP6V1C1,EPHX1,PPT1,UROD,GGH,NAT1,HTR7"
"HALLMARK_GLYCOLYSIS",0.623469387755102,0.755915863277826,0.0364548541965309,-0.239239188302799,-0.938570696566986,200,"AGL,KIF2A,NT5E,AK3,SLC35A3,GFPT1,HS2ST1,GCLC,PPP2CB,NANP,RPE,ZNF292,PAXIP1,UGP2,STMN1,ERO1A,VCAN,CASP6,MDH1,DLD,GLRX,PPIA,DSC2,CD44,P4HA1,ARPP19,GNE,FAM162A,CITED2,SLC25A13,NASP,PGM2,DCN,SOD1,IDH1,SAP30,ALDH9A1,B3GALT6,FUT8,COG2,PRPS1,MPI"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.634969325153374,0.755915863277826,0.0356933083353341,-0.237362509389261,-0.930778510623834,199,"IL6ST,PTGER4,IL7R,TNFAIP8,TANK,GPR183,SLC16A6,BIRC2,ATP2B1,KLF10,GCH1,PANX1,BIRC3,CD69,IFIH1,SGK1,CCNL1,ZBTB10,REL,MAP3K8,KLF9,MARCKS,KLF4,F2RL1,TRAF1,IER5,SAT1,CD44,BTG1,MCL1,TGIF1,BTG3,PTGS2,PDE4B,TSC22D1,PNRC1,RCAN1,DUSP5,DRAM1,NAMPT,ACKR3,JAG1,ID2,PDLIM5,NFAT5,VEGFA,BHLHE40"
"HALLMARK_PANCREAS_BETA_CELLS",0.682266009852217,0.793332569595601,0.0409883873374721,-0.267998182337364,-0.861277174251099,40,"SRP9,SRPRB,DPP4,SPCS1,FOXO1,SEC11A,STXBP1,AKT3,SRP14"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.726495726495726,0.825563325563326,0.150169802128406,0.176088575814172,0.887383496238206,74,"CXCL16,CBS,CLU,ADH4,PLAUR,ANXA13,PDK3,MVD,STX5,LDLR,PLSCR1,FASN,CD9,MVK,FADS2,ABCA2,PCYT2,ATF5,GUSB,PPARG,SCD"
"HALLMARK_NOTCH_SIGNALING",0.751275510204082,0.834750566893424,0.0381628909049257,-0.260256053478276,-0.806158313031881,32,"PRKCA,TCF7L2,SKP1,MAML2,ST3GAL6,SAP30,JAG1,FZD1,FBXW11"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.802658486707566,0.861250665617114,0.0239329549624917,-0.21539667638139,-0.844244715310455,198,"SLC39A6,IL6ST,ADD3,BCL2,RETREG1,DYNLT3,RASGRP1,SLC26A2,LRIG1,MYBL1,NRIP1,KLF10,BCL11B,TIAM1,AQP3,MYB,FCMR,TOB1,UGCG,ELOVL5,OPN3,KLF4,CD44,ABLIM1,MAST4,RBBP8,INPP5F,MREG,TGM2,MED13L,CISH,AFF1,AKAP1,SLC16A1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.809575625680087,0.861250665617114,0.0268158762373842,-0.215834906488576,-0.791742108840632,87,"CD36,IL6ST,ITGA4,PTPN11,STAM2,FAS,PTPN2,PDGFC,MAP3K8,STAT1,CD44"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.855828220858896,0.89148773006135,0.0201955124804332,-0.207025573670826,-0.811434277640561,198,"IL6ST,ADD3,BCL2,DYNLT3,SLC26A2,HPRT1,NRIP1,SNX10,TIAM1,RABEP1,COX6C,PDCD4,MYB,SGK1,TOB1,ELOVL5,FABP5,OPN3,MEST,ALDH3A2,KLF4,CD44,MOCS2,RBBP8,BTG3,METTL3,TSPAN13,CISH,AFF1,SLC16A1,UGDH,SLC1A4,XBP1,CA2,ID2,CHPT1,MYOF"
"HALLMARK_HYPOXIA",0.907142857142857,0.925655976676385,0.0161937051076875,-0.196041096589016,-0.769098197860572,200,"BCL2,RORA,ETS1,NR3C1,PRKCA,BNIP3L,PDK1,TPD52,CCNG2,CDKN1B,RBPJ,KDM3A,ZNF292,KLHL24,ATP7A,UGP2,ERO1A,CASP6,GLRX,P4HA1,BTG1,MAP3K1,FAM162A,CITED2,PGM2,DCN,PNRC1,TGM2,SAP30,B3GALT6,FOXO3,HEXA,PLIN2,ACKR3,AMPD3,GBE1,TES,RRAGD,ENO2,VEGFA,BHLHE40,PGK1"
"HALLMARK_XENOBIOTIC_METABOLISM",0.951020408163265,0.951020408163265,0.0124136372369971,-0.182367203316988,-0.715453493478505,200,"CD36,ADH5,ACP1,MARCHF6,HPRT1,GART,PTGES3,GCH1,GCLC,FAS,SAR1B,TMEM97,MAN1A1,SLC35D1,ELOVL5,CASP6,PGRMC1,MCCC2,SSR3,ARPP19,CYFIP2,PDK4,KARS1,ENTPD5,IRF8,IDH1,ALDH9A1,MTHFD1,CAT,UGDH,CA2,ID2,ATP2A2,PDLIM5,NFS1,GSTM4"
